q_id,processed_query
5046,"откуда у меня комиссия о уведомлении об операции, если я ее отключила?"
5047,договора счета в назначении перевода вместо первоначального надо указать xxxxxxxxxxxxxxxxxxxx
5048,"здравствуйте. 00 августа отправляла платеж организации забыла указать наименование платежа, что делать?"
5049,изменить реквизиты платежа
5050,здравствуйте! хотел уточнить можно ли и как при переводе по номеру карты в другой банк указать назначение платежа. не вижу этой строки в форме в интернет приложении.
5051,сделала ошибку в назначение перевода
5052,изменить назначение перевода
5053,как внести назначение платежа при оплате через код
5054,здравствуйте. сколько максимум символов в назначении?
5055,сколько символов возможно написать в назначении?
5056,что надо было указать в назначении платежа?
5057,возможно изменить не назначение платежа
5058,привет. нужен поиск перевода за июль 0000 года а больше года указать в периоде нельязя. что делать?
5059,вопрос по действующему счету изменить его назначение
5060,"по переводу по счету нельзя указать описание, цель платежа"
5061,есть ли сбп
5062,отключить перевод по сбп
5063,"здравствуйте, у меня привязан спб к двум моим картам ?"
5064,"доброе утро. что то не могу понять, а у меня что к моей карте альфа мир не подключены переводы по сбп? как такое может быть? подскажите, пожалуйста."
5065,здравствуйте. отключите мне пожалуйста сбп. чтобы другие люди не могли переводить мне деньги по номеру телефона
5066,"здравствуйте, отключите сбп"
5067,установить переводы по сбп
5068,отключите сбп перевод
5069,"здравствуйте, как сбп подключить ?"
5070,здравствуйте хочу отвязать сбп
5071,спб
5072,отключить переводы по номеру
5073,"картой можно оплачивать по сбп,до получения пластиковой?"
5074,подключить сбп
5075,как можно подключить спб к карте?
5076,подключить спб
5077,здравствуйте у меня к этой карте сбп подключен?
5078,как подключить спб
5079,подключить сбп
5080,проверил входящие переводы у меня и так уже были подключены. вопрос был об исходящих переводах с моей банковской карты мир.
5081,какой у меня номер сбп кошелька
5082,сбп
5083,кэшбэк по сбп
5084,у меня подключена система быстрых платежей?
5085,"добрый день! а где подключить переводы по сбп для ребенка не в приложении, а через онлайн альфу? не могу войти в детское приложение. не открывается на айфоне"
5086,да отключить переводы по номеру телефона
5087,как подключить перевод на эту карту по номеру телефона через спб чтоб было возможно
5088,как узнать номер сбп
5089,нп отключили переводы по сбп
5090,как отключить спб переводы
5091,как подключить услугу быстрый перевод
5092,сбп подключить
5093,подключен ли спб?
5094,отключить переводы по номеру телефона
5095,у меня система быстрых платежей есть в вашем банке
5096,здравствуйте подключена ли у меня система быстрых платежей
5097,спб
5098,"да, отключите переводы по сбп"
5099,я хочу подключить к второму номеру
5100,как включить переводы по сбп?
5101,как подключить спб оплату
5102,отключить переводы по старому номеру телефона
5103,"подскажите пожалуйста, доступны ли мне приемы переводов по номеру телефона?"
5104,"спасибо, сейчас попробую включить сбп"
5105,как добавить дополнительную карту в приложение
5106,нужно добавить карту по номеру карты
5107,как добавить карту из юмани в приложение альфа банке?
5108,как добавить карту на сайте
5109,добавить альфа карту по номеру
5110,как добавить в приложение вторую карту
5111,можно ли карту альфа банк привязать к проездному билету ?
5112,как к себе добавить карту ребенка?
5113,как добавить в приложение ещё одну карту
5114,как добавить карту
5115,настроить оплату alfa pay
5116,как добавить действующую карту
5117,совершить оплату можно с дебетовой карты и не обязательно бесконтактная оплата alfa pay?
5118,добавить ещё одну карту в приложении
5119,"добрый день, подскажите сроки подключения карт банка к технологии вжух от сбера?"
5120,какая электронная почта прикреплена к этой карте?
5121,прикрепить карту
5122,добавить ещё одну карту
5123,здравствуйте а как в приложение добавить вторую карту
5124,как мне добавить карту юмани в альфа банк?
5125,добрый день! как добавить уже существующую карту?
5126,как добавить ещё одну карту в приложении
5127,как добавить карту альфа банка
5128,как добавить карту?
5129,"подскажите, как отключить карту от приложения где мои дети?"
5130,отключить покупки в интернете с карты
5131,как отключить платный кешбек
5132,как удалить акааунт
5133,отключить pro
5134,как отключить альфа пей
5135,отключить gpt
5136,как отключить smart
5137,отключить альфа мобаил
5138,не могу подключить альфа пей на карту 0000000000000000
5139,можно ли установить альфа пей на айфон
5140,где посмотреть что подключен альфа пей
5141,как оплатить альфа пей с айфона
5142,здравствуйте как зделать альфа пей
5143,работают на айфон alfa pay
5144,когда у вас появится аналог вжух от сбера?
5145,будет ли кэшбек на альфа пей нфс работать по карте?
5146,ваша ссылка не активна https alfa.me xxxxx. не могу просмотреть.
5147,как альфа пэй сделать
5148,у меня подключено alfa play?
5149,только альфа пэй
5150,как мне использовать акцию в альфа заправке если у меня кнопочный телефон?
5151,где настройки альфа пей найти?
5152,к вам приедет татьяна . скачайте приложение alfa.me xxxxx https alfa.me xxxxx
5153,https alfa.me xxxxxf
5154,альфа
5155,альфа драйф
5156,добрый вечер у меня подключен ли альфа smart посмотрите пожалуйста
5157,как подключить услугу альфа пей
5158,хочу альфа пей
5159,"тк я не могу найти, альфа деньги или как то так называется"
5160,подскажите как увидеть где подключен альфа пей ?
5161,альфа пэй для айфона
5162,что такое alfa pae
5163,что такое альфа пэй ?
5164,"добрый день , как на айфон поставить alfa pay"
5165,через альфа пей?
5166,здравствуйте! альва пей на ios есть?
5167,альфа pay в айфон
5168,"подскажите, в категории на сентябрь есть красота через alpha pay nfc. у меня айфон соответственно нет такой опции, будет ли возможно через карту получить кэшбек?"
5169,как поключить альфа pay
5170,alfa smart
5171,добрый день. альфа пей где могу скачать на айфон
5172,отображается ли эта карта в обычном приложении банка альфа?
5173,как подключить альфа пэй?
5174,кешбек эпл даймонд сть?
5175,подключить alfa id
5176,где найти альфа пэй
5177,как включить альфа pay
5178,"здравствуйте, у меня сгрузилось приложение на айфоне, теперь не могу его скачать, так как просит пароль от аккаунта эпл, на который его скачивали это делали в банке , что мне делать?"
5179,если оплачиваете через альфа пэй кэшбек не начисляется?
5180,могу ли подключить альфа пей?
5181,http alfa.me kgadzf
5182,и платные уведомления тоже
5183,подскажите пожалуйста о последних уведомлениях
5184,"объясните еще, как списываются расходы за уведомления?"
5185,что значит это сообщение что мне отправили ?
5186,что за подписка альфа чек
5187,уведомленния
5188,на каком основании подключилась услуга альфа чек?
5189,альфа чек
5190,что такое альфа челлендж
5191,смс уведомления платные?
5192,"здравствуйте, моя карта бесплатная в обслуживании навсегда? и уведомления тоже бесплатные навсегда?"
5193,"здравствуйте, что за смс мне пришла я не даю согласие на это"
5194,здравствуйте ! хотела узнать что за услуга альфа чек?
5195,что за альфа чек
5196,что такое услуга альфа чек
5197,добрый день! что значит коммиссия за альфа чек?
5198,подскажите что за доп услуга по кредитному договору
5199,у меня сняли за услугу альфа чек что это за услуга?
5200,https check.yandex.ru ?n 00000 fn 0000000000000000 fpd 0000000000
5201,"uvazhaemyy ermolaev d v, v svyazi s neispolneniem obyazatelstv po kreditu am platejnyi limit po vashei karte zablokirovan. alfa bank здравствуйте! а что это значит ?"
5202,"уведомления смс, платные?"
5203,за какую карту пришла оплата по альфа чеку ?
5204,что за комиссия за альфа чек?
5205,доброе утро! что за новое списание за уведомление?
5206,"здравствуйте, что такое комиссия за альфа чек?"
5207,сколько стоит подписка альфа сиарт
5208,"написано что уведомления по картам бесплатно , так ли это ?"
5209,что такое альфа чек
5210,"опять тоже самое чек по смз есть,но на счету их нету"
5211,смс платные у меня
5212,есть ли бесплатная функция прихода уведомлений
5213,добрый день. почему у меня на карте зарплатного счета вдруг появилась платная услуга уведомлений? и списали 00 рублей
5214,что такое уведомление об операциях?
5215,удержали за уведомление 000.00.
5216,что за услуга альфа чек ?
5217,что за альфа чек?
5218,"здравствуйте, никаких условий нет, чтобы уведомления были бесплатными ?"
5219,уведо
5220,услуга альфа чек что это
5221,это комиссия альфа банка за услугу уведомления об операциях
5222,бесплатные уведомления
5223,"здравствуйте, почему мне приходят уведомления от вас в соц. сетях о моих операциях по карте?"
5224,00 00
5225,в смысле нет доступа. это же альфа подписка?
5226,давайте активируем здесь
5227,"здравствуйте я внес часть оплаты по двум картам через банкомат чтобы активировать спец предложение , там написано что после активациии есть время внести 00 дней , но я внес и не видно что оно ушли в спец предложение эти деньги"
5228,"здравствуйте! подскажите, пожалуйста, сегодня активировал кредитную карту на лимит 00000."
5229,"я заказала карту, а мне говорят что её нет в активных"
5230,узнать активные карты
5231,могу ли я воспользоваться ей до получения
5232,карты вроде активные
5233,"добрый день, подскажите пожалуйста могу ли я пользоваться кредитной картой до ее получения?"
5234,"здравствуйте, хотел закрыть кредитку по скидке там выходило 00 тыс, активировал ее, но скинул на кредитку 00, и закрылась она на всю сумму"
5235,"здравствуйте! я завела кредитную карту, но ее нет в моих картах. как ей пользоваться?"
5236,активируйте кредитную карту без получения
5237,"здравствуйте, как активировать карту, не активируя стикер?"
5238,можно ли активировать кредитную карту дистанционного без визита банка?
5239,активировать дебетовую карту
5240,активировать карту на доп держателя
5241,заказал карту она появиться в банке онлайн?
5242,добрый день! у меня есть карта нам выдали в гринрэй кубань. как её актевировать?
5243,как его активировать?
5244,как активировать кредитную карту в лк
5245,"подскажите, кредитная карта действительна ?"
5246,"здравствуйте, погасил кредитную карту, вчера пришла смс что сегодня карта будет активна. карта пропала из приложения."
5247,активировать карту
5248,я получила карту . как активировать карту. я не могу войти а приложение по номеру карты.
5249,активировать кредитную карту
5250,моя карта действительна до xxxxx могу ли я ей пользоваться?
5251,перевод другому лицу считается тратой? для активации карты
5252,"здравствуйте, можете активировать предложение платить на 00 меньшк"
5253,можно узнать про дебетовую карту она сейчас активирована или заблокирована?
5254,как активировать карту кредитную
5255,вы можете мне помочь активировать карту
5256,активировать карту без получения
5257,можно карту сейчас активировать чтоб я могла на нее деньги перевести и с нее потом перевести
5258,"какая карта у меня активна , и могу ли я ей пользоваться ?"
5259,вы активировали карту?
5260,активировать карту
5261,"здравствуйте. я когда то оформлял карту билайн, сейчас её не вижу в перечне моих карт. подскажите, она у меня ещё активна, могу ей пользоваться?"
5262,моли ли я пользоваться картой без ее получения
5263,"здравствуйте, действительна ли у меня дебетовая карта на данный момент?"
5264,"здравствуйте, у меня было активировано предложение по частичной оплате по крелитке"
5265,при активации карты ошибка функциональность временно недоступна
5266,"здравствуйте, а я кридитной картой не могу пользоваться до получения?"
5267,хотите сказать что мне нельзя пользоваться с этой картой
5268,"добрый день,появилось предложение о закрытии долга по акции ,если я хочу воспользоваться его нужно просто активировать?"
5269,хочу активировать карты на доп держателей
5270,"добрый день! почему не начисляется кэшбек не за услуги жкх? ваш банк заявлял что у вас есть такой и я специально платила квартплату через альфу, а теперь кешбека по этим операциям не показывает"
5271,добрый день! почему не отобразился кешбэк по жкх за покупку от 00.00.0000 000 руб.?
5272,"здравствуйте, мне пришли света за квартиру где я проживала когда снимала ее, квартира не моя . почему мне пришли оплата за ген за комунальные услуги?"
5273,какое количество счетов по жкх можно заплатить и получить кешбек
5274,"то , что я оплатила сегодня входит в кэшбек?"
5275,кэшбэк по коммунальным услугам начисляется от 000 рублей?
5276,"здравствуйте. только что провел 0 платежа в адрес одной компании. один платеж прошел как комунальные услуги, второй как прочие расходы. должно быть оба коммунальные услуги. прошу исправить, т.к. ожидаю повышенный кэшбэк на эти операции"
5277,почему при кэшбеке нет комунальные платежи? обещали xxxxx
5278,плата за коммунальные услуги
5279,начисление кэшбека по категории коммунальные платежи . платеж от 00.00.0000 на сумму 0000
5280,почему не начисляется кеш бек за оплату коммунальных услуг?
5281,полгода кэшбека за жку как подключить?
5282,у меня категория кэша на сентябрь 0 коммунальные услуги
5283,"я оплачиваю жкх и мне не начисляют кэшбэк ,выбрала категорию на сентябрь жкх"
5284,счета по каким категориям нужно оплатить чтобы получить кэшбэк на жкх?
5285,"добрый вечер! в августе к меня был кэшбек 0 на оплату коммунальных услуг, 00 августа была оплата за электричество онлайн в приложении альфа банка, кэшбек не начислился по этой операции. когда ожидать начисления кэшбека?"
5286,"оплатила услуги жкх, но кэшбек не увидела. хотя категория выбрана эта."
5287,почему не начислен кэшбэк 0 за оплату жку за 00 августа?
5288,"добрый день, оплатила жкх в приложении альфа банка , кэшбэк в операциях не отобразился."
5289,мне придет кешбек за оплату коммунальных услуг ?
5290,почему не начислен кэшбек за вчерашнюю оплату комуналки
5291,почему за оплату коммунальных платеж нет кэшбека
5292,когда придет кэш бэк за оплату налога
5293,"здравствуйте! я оплатила квитанцию по коммунальным услугам, но в истории операций это отражается как прочие расходы и не начислен кешбек, почему?"
5294,"здравствуйте.я оплатила комм.услуги,через альфа приложение,чтобы получить кэшбэк.а у меня отражается как прочие услуги . мне будет начислен кэшбэк?"
5295,кэшбэк за оплату жкх я так понимаю я не получу?
5296,за коммунальные услуги должен быть начислен повышенный кэшбэк!
5297,добрый день. почему не начисляется кэшбек на оплату коммунальных услуг? в этом месяце он у меня 0
5298,"здравствуйте. я оплатила коммунальные по карте, но кэшбека нет, а мне обещали когда оформляли карту, что кэшбек 0 за все"
5299,когда начислят кешбек за оплату коммунальных услуг?
5300,"если я оплачу жку в приложении, например самолета, картой альфы, начислят ли мне повышенный кэшбек?"
5301,оплата коммунальных платежей и госпошлин считается покупками?
5302,если я оплатила коммунальные услуги это считается
5303,как начисляется кэшбек за оплату жку
5304,"добрый день, недавно попадалась предложение оплаты жкх с кэшбэком , не могу найти"
5305,"здравствуйте, как оплатить коммунальные услуги накопленным кэшбэком?"
5306,будет ли начислять кешбек за оплату по реквизитам?
5307,"оплатила коммунальные платежи , когда начислят кэш?"
5308,"максимальная сумма, которая может быть начислена по категории кэшбека коммунальные услуги?"
5309,учитывается или нет оплата коммунальных услуг при суммировании расходов для начисления повышенных процентов? в условиях от 00.00.0000 противоречивая информация.
5310,почему оплата жкх прошла как прочие услуги? и кэшбэка нет?
5311,"я оплатила все коммунальные услуги , почему тут не обновляется?"
5312,почему не начислен кешбэк за оплату жкх??
5313,какой кэшбек за оплату жкх
5314,"здравствуйте, мне на кредитку не пришли остальные деньги"
5315,"добрый день,оформила кредитную карту,подскажите деньги появятся после получения карты?"
5316,деньги зачислятся на кредитную карту?
5317,я оформил кредитную карту почему ее нет в приложении?
5318,"здравствуйте, мне одобрили кредит. когда придут деньги"
5319,"здравствуйте, оформила сейчас рассрочку а деньги не поступили"
5320,"как приходят деньги,когда открыл только кредитную карту"
5321,по заявке по прдложению банка когда поступят деньги на счет.
5322,"почему мне 000000 кредит начислят, когда я просил 000000? и подписывал документы на 000000?"
5323,"добрый вечер, в понедельник оформил кредит наличными, хочу уточнить по сроку получения дс?"
5324,"оформила кредит,когда придут деньги?"
5325,"добрый день! уточните пожалуйста, когда прийдет кредитный договор, в течении какого времени?"
5326,поступление кредитных денег 00000
5327,"здравствуйте. мне была одобрена карта, а почему она не появилась в приложении?"
5328,когда придут деньги кредитные?
5329,"здравствуйте, когда закроют кредит"
5330,"добрый день. подскажите, сегодня оформила кредит, но деньги еще не поступили. как мне отказаться от кредита? только в банке?"
5331,"здравствуйте, оформил кредит на xxxxx, а почему то в главном меню пишется, что 0 сентября начислим xxxxx"
5332,"вчера оформил кредит, счет есть, а денег нет"
5333,"добрый вечер. почему, когда я захожу в лимиты кредитной карты отображается лимит в 00.000, а по факту написано 00.000?"
5334,здравствуйте.когда кредит зачислят
5335,я заказывала кредитную карту после регистрации она оказалась дебетовой
5336,здраствуйте оформил кредитку а здесь её нет
5337,"здравствуйте, оформила кредит на 00 тыс но информации никакой нет"
5338,"здравствуйте, оформил кредитную карту ,а она не отображается в личном кабинете ."
5339,зачислят деньги когда по кредиту
5340,"здравствуйте,подруга оформила кредит но 00 часов уже прошло ,почему средства еще не поступили"
5341,добрый день! оформила кредит но деньги на счет до сих пор не поступили
5342,"здравствуйте, поступили деньги за кредит?"
5343,средства на кредитной карте зачислят после получения?
5344,добрый день. а когда поступят деньги на карту по кредиткой карте ?
5345,"подскажите, а куда придут деньги по кредиту ?"
5346,через сколько придут остальные 00000 рублей на кредитную карту?
5347,"здравствуйте,я оформила кредитную карту,она не появилась"
5348,"добрый день. пришел кредит наличными на меньшую сумму. я правильно понимаю, что сумму сразу удержали за прошлый кредит наличными?"
5349,"добрый день, оформил кредитную карту, могу начать ею пользоваться без получения карты"
5350,"деньги по кредиту так и не пришли,хотя сумма меньше 000 000"
5351,добрый день когда поступят деньги на счет? брал кредит под залог автомобиля
5352,а при оформлении кредитки деньги появляться только после получения ее
5353,когда прийдет остальная сумма на кредитную карту?
5354,"добрый день, хочу узнать в течении какого времени начислят кредит, двое суток прошло, так ничего и не случилось, почему так долго перечисляется"
5355,"оформила кредитку еще , но почему не отображается в приложении?"
5356,"здравствуйте,мне уже одобрили кредит,сказали деньги поступят после 00 00 0 сентября,но а уведомлениях написано про какие то подписи в приложении,подскажите нужно ли что то подписать онлайн или деньги и так прийдут"
5357,"почему мне одобрили кредитка на сумму 000 тысяч, а по факту привезли на 00 тысяч"
5358,как загрузить историю
5359,история
5360,хочу удалить банк с строки переводов
5361,"я не могу прогрузить историю чата, я не вижу что вы написали"
5362,как проверить если ли у меня 000 фз
5363,"добрый день. я делала перевод на 00000 рубль со счета 0000 к которому имеет доступ в личном кабинете. нужна квитанция, не могу в истории достать"
5364,переводы странные
5365,по закрытому
5366,кртдитных истории
5367,"добрый день! оплатила только что штраф , почему то не вижу списание в платежах"
5368,поднять историю переводов по предыдущей карте
5369,история рекондаций
5370,где посмотреть исполненные ведомости
5371,"от 00.00 и сегодняшнюю в инкомус по сумме 000,00 двойная оплата обо раза и по вине банка что не срабатывапет программа только через полчаса появилось в истории"
5372,в истории не видно списание денег
5373,разблокируйте мой счет для переводов
5374,найдите перевод по идентификатору платежа xxxxx.
5375,выбрать операцию
5376,добрый день. как я могу посмотреть историю операций за июнь 0000 года?
5377,почему то я не вижу списание в платежах
5378,не вижу операции в истории
5379,как посмотреть историю оплат за весь 0000 год и выбрать нужные счета
5380,добрый день . мне нужна история перевод по картам и счетам за 0000 год .как и где мне ее плучить
5381,"опять не вижу историю перевода , где ??"
5382,"я понимаю, но я не хочу чтобы они отображались при переводе на мой номер"
5383,"я не могу знать, т.к. не вижу историю операций счета. вы можете мне просто открыть доступ к этому счету в лк, чтобы посмотреть?"
5384,где я смогу посмотреть дошел ли мой платеж?
5385,отметка операции
5386,"добрый день. оплачивал сейчас покупку по qr. появлялось сообщение об успешном переводе, но в истории этого нет. 00000 сумма"
5387,через какое время в истории платежей отразится перевод денежных средств?
5388,куда направился последний перевод
5389,последний мой перевод
5390,почему в истории я не вижу перевод на 00000 ?
5391,почему в истории платежей не отобразилась квитанция о переводе средств?
5392,хочу узнать историю пополнения
5393,"странно, я не вижу никакой операции за 00.00.0000 в истории"
5394,здравствуйте я совершал перевод по реквизитам а в истории его нет
5395,на скринах есть все операции по карте и даты!
5396,добрый день . не показывается история всех списаний и пополнений карты
5397,последний перевод мне сделали
5398,за прошлый перевод мне нужно посмотреть сколько оставалось
5399,"добрый день,почему я оплатил штрафы гибдд через альфа онлайн,оплата прошла,но сейчас в истории нет этого платежа и штраф естественно не оплачен?такие попытки были 0 раза"
5400,управление историей операций
5401,"последний вопрос,эти 0 операций покупок можно сделать в один день?"
5402,кутолу эми
5403,карта виза
5404,здравствуйте можно оформить union pay?
5405,здравствуйте! заказал выпуск кредитной карты. указал место получения филиал банка. возможно ли использовать кредитную карту как виртуальную? физически не могу забрать карту до 0 сентября сейчас в поездке.
5406,картой в беларуси
5407,добрый день! можно ли оплачивать картой в оаэ ?
5408,"добрый день, 00 00 сентября буду в беларуси и выпустила карту мир. мне нужно вас предупреждать, чтобы вы ее не заблокировали за подозрительное снятие денег или оплату покупок?"
5409,могу ли я расплачиваться картой?
5410,"добрый день, возможно ли выпустить карту для использования за границей а также оплаты через онлайн сервисы?"
5411,"добрый день. подскажите, кредитная карта альфа банк действует в юар?"
5412,можно ли пользоваться виртуальной кредитной картой?
5413,в беларусами могу ли расплачиваться своей картой на которой написано мир?
5414,visa останется ?
5415,могу ли я оплачивать картой?
5416,карта альфа банк в беларуси
5417,"visa ,mastercard можно оформить?"
5418,"добрый день! есть ли возможность открыть дебетовую карту unionpay, для расчетов в китае?"
5419,могу ли я оплачивать нынешней онлайн картой?
5420,в минске если оплачивать картой своей альфа банка на ней мир написано то по какому тарифу считается и есть ли доп комиссия?
5421,"добрый день, еду заграницу, будет ли работать там моя карта"
5422,"подскажите , в грузии и в армении я смогу расплачиваться картой альфа банка ?"
5423,добрый день! подскажите могу ли я где то снять деньги в казахстане с дебетовой карты мир
5424,в индии работает карта cardlist?
5425,подскажите есть ли возможность через карту оплатить покупку в app store ?
5426,"обновил ваше приложение, но теперь лимит в xxxxx"
5427,на детской карте поставить запрет на любые переводы
5428,можно ли установить бесплатное снятия наличных
5429,запрет операций по карте
5430,"я пытаюсь перевести, а выходит надпись что установлен лимит 00000 руб., ограничение будет снято через 00 часа. что делать?"
5431,могу ли я как оо поставит запрет на снятия этой подписки? или только перевыпуск карты?
5432,я вошла сейчас с мака та же истрия установлен лимит
5433,"добрый день. просьба снять ограничения на лимиты. не понимаю что происходит сегодня, каждый раз при входе приходится вводить номер карты, устранились почему то ограничения на переводы."
5434,как убрать лимиты на 00 000
5435,как поставить запрет на снятие
5436,установите мне лимит на 000 меньше
5437,хочу поставить ограничения на списание денег
5438,добрый день! почему мне установили лимит 00000 в день???
5439,как убрать ограничение?
5440,хочу вывести свои деньги с накопительного счёта! появляется предупреждение лимиты на переводы и платежи снижены до 00 000 . снимем все ограничения через 00 часа. как отменить это ограничение? я требую свои деньги!
5441,я вроде не ставил лимиты
5442,установите
5443,как убрать ограничения на покупки в интернете?
5444,"добрый вечер! хотела привязать карту для получения средств с платформы youdo, мне отказали и поддержка сказала что это ограничения на карте, можно узнать откуда они и как их снять?"
5445,ограничить снятие наличных и переводы
5446,давайте вы мне поставите лимит контроль пожалуйста на неё.
5447,запрет на операции в интернете
5448,лимит на траты
5449,н каких лимитов на карте не установлено но платится все равно не могу
5450,добрый день . поставьте ограничение по карте . чтобы я могла только пополнять счет
5451,здравствуйте нельзя снять деньги которые мне предоставил банк. сделайте доступной мне эту функцию
5452,добрый день я сегодня установила приложение в филиале банка как мне снять лимиты
5453,"здравствуйте, как установить лимит на снятие и оплату с карты"
5454,как поставить лимит на переводы
5455,"здравствуйте! вайлдбериз отвязал мою карту от личного кабинета по причине, что карта не действительна и не может совершать покупки. подскажите, есть ли какие то ограничения по карте?"
5456,"здравствуйте,как поставить лимит на покупки в магазине"
5457,убрать лимиты без пластика
5458,как я понимаю ввели ограничения на переводы и снятия наличных чтобы заблокировать мошеннические операции мне необходимо перевести крупную сумму мужу как это сделать?
5459,запрет на покупки в интернете
5460,"павел, я очень хотела бы вам помочь сейчас. к сожалению, я не могу изменить ограничения, так как вы сегодня зарегистрировались. 00.00.0000 00 00 00 . ограничение снимем через 00 часа и вы сможете совершить перевод"
